	latitude	longitude	code	name	pattern	family	genus	Vso	Vsom	Vson	Vsoq	Vsow	Nprgdna
178	30.5	-88.6666666667	blx	Biloxi		Siouan	Ohio Valley Siouan	soV	soV 	sonVnˀ¹	soVq	soV	   g  Na# d p
1468	37.6666666667	-78.75	tte	Tutelo		Siouan	Ohio Valley Siouan	soV	soV 	sonVnꜝ¹			   g  N # d p
555	-2.83333333333	141.283333333	isa	I'saka		Skou	Krisa	soV	soVm	soVn		soV	p     Na#gdrp
1175	-2.83333333333	141.583333333	pok	Poko-Rawo		Skou	Serra Hills	soVo	soVo 	soVo	soVoq	soVo	p  g  Na# d p
1557	-2.91666666667	141.833333333	wom	Womo		Skou	Serra Hills	soV	soVm	soVn		soV	   g  Na  d  
207	-3.08333333333	142.083333333	brp	Barupu		Skou	Warapu	soV	soVm	snoV	qsoV	soV	      Na#gdr 
372	-2.68333333333	141.3	dum	Dumo		Skou	Western Skou	soV	soVm	soVn	soVq	soV	   g  Na# d  
1293	-2.66666666667	140.916666667	sko	Skou		Skou	Western Skou	soV	soV 	soV	soVq	soV	   g  Na# d p
159	-7.75	156.666666667	bil	Bilua		Solomons East Papuan	Bilua	*	* 	*			 rdg#aN    rp
767	-9.08333333333	159.2	lav	Lavukaleve		Solomons East Papuan	Lavukaleve	soV	smoV	soVⁿn¹	soVq	soV	   g  Na#  ⁵p
1345	-9.13333333333	159.8	svs	Savosavo		Solomons East Papuan	Savosavo	soV	soVm	sonV¹		soV	 rdg#aN     p
604	17.0	-3.0	kch	Koyra Chiini		Songhay	Songhay	sVo	sVom	snVo			   g  Na# drp
713	16.0	0.0	kse	Koyraboro Senni		Songhay	Songhay	soV	soVm	snoV		wsoV	   g  Na# drp
1629	13.8333333333	2.16666666667	zar	Zarma		Songhay	Songhay	*	* 	*			   g  Na# d p
581	12.0	92.5833333333	jrw	Jarawa (in Andamans)		South Andamanese	South Andamanese	soV	soV 	soV			      Na     
1121	10.75	92.4166666667	ong	Onge		South Andamanese	South Andamanese	soV	soV 	soVn	qsoV		  ᵈg  N      
546	-2.08333333333	132.083333333	ina	Inanwatan		South Bird's Head	Inanwatan	soVo	soVo 	sonVnˀ¹o	soVoq	soVo	   g  Na#   p
1013	-6.33333333333	155.583333333	nas	Nasioi		South Bougainville	South Bougainville	soV	soV 	soVⁿn¹		soV	  dg#aNa g  p
941	-14.6666666667	129.666666667	mpa	Murrinh-Patha		Southern Daly	Murrinh-Patha	soV	soVm	sonV	soVq	soV	pr    Na gdrp
1042	-14.25	130.416666667	ngg	Ngan'gityemerri		Southern Daly	Ngankikurungkurr	*	* 	*			      Na# d p
1045	-14.0	130.5	ngk	Ngankikurungkurr		Southern Daly	Ngankikurungkurr	*	* 	*		*	      Na# d³p
1341	-5.08333333333	151.916666667	sul	Sulka		Sulka	Sulka	sVo	sVom	sⁿVo		sVo	p  g  Na#gdr 
786	19.0	109.5	lic	Hlai (Baoding)		Tai-Kadai	Hlai	sVo	sVo 	snVo			p   # Na  d  
446	22.9166666667	105.5	gla	Gelao		Tai-Kadai	Kadai	sVo	sVo 	sVon			p   # Na  d  
363	27.0	109.0	don	Dong (Southern)		Tai-Kadai	Kam-Tai	sVo	sVo 	sVo	sVoq	sVo	p   # Na  d  
625	21.0	100.0	khn	Khün		Tai-Kadai	Kam-Tai	sVo	sVo 	snV¹o	sVoq	sVo	      N   d  
764	18.0	103.0	lao	Lao		Tai-Kadai	Kam-Tai	sVo	sVo 	snVo	sVoq	sVo	p     Na#gdr 
1096	21.9166666667	106.416666667	nun	Nung (in Vietnam)		Tai-Kadai	Kam-Tai	sVo	sVom	snVo	sVoq	sVo	p   # Na gdr 
1267	22.0	98.0	sha	Shan		Tai-Kadai	Kam-Tai	sVo	sVo 	sVo			      N  g   
1391	16.0	101.0	tha	Thai		Tai-Kadai	Kam-Tai	sVo	sVom	snVo	sVoq	sVo	p     Na#gdr 
1591	22.4166666667	104.75	yay	Yay		Tai-Kadai	Kam-Tai	sVo	sVo 	sVo			    # Na gd  
1634	24.0	108.0	zhn	Zhuang (Northern)		Tai-Kadai	Kam-Tai	sVo	sVo 	sVo	sVoq	sVo	p   # N    r 
1413	42.5	-123.0	tkl	Takelma		Takelma	Takelma	soV	soV 	sonV¹			  dg  Na#   p
596	-17.05	139.5	kay	Kayardild		Tangkic	Tangkic	*	* 	*		*	  dg#aN    r 
1617	-17.3333333333	138.833333333	yuk	Yukulta		Tangkic	Tangkic	sVo	sVo 	snVnꜝ¹o	qsVo	wsVo	  dg aN    r 
1196	19.5	-101.666666667	pur	Purépecha		Tarascan	Tarascan	sVo	sVo 	snV¹o		wsVo	p dg# Na g rp
590	-8.0	145.833333333	kae	Kaki Ae		Tate	Tate	soV	soV 	sonV¹		soV	  dg  Na#    
1465	-3.25	-75.5	tsr	Taushiro		Taushiro	Taushiro	Vso	Vso 	Vso			      N     p
1147	-7.0	145.083333333	paw	Pawaian		Teberan-Pawaian	Pawaian	soV	soV 	soVⁿn¹		soV	  d  aN #   p
1149	-7.0	144.5	pdp	Folopa		Teberan-Pawaian	Teberan	soV	soV 	soV		soV	  dg#aNa#   p
1400	-4.0	-70.5	tic	Ticuna		Ticuna	Ticuna	*	* 	*			  dg# N  g   
314	9.0	-70.5	cuc	Cuica		Timote-Cuica	Timote-Cuica	sVo	sVo 	sVo			p   #aNa     
1422	30.25	-82.5	tmc	Timucua		Timucua	Timucua	soV	soV 	soV			      N      
1409	-11.5	131.0	tiw	Tiwi		Tiwian	Tiwian	sVo	sVom	snVo	sVoq		p dg#aN    r 
1442	30.25	-96.75	ton	Tonkawa		Tonkawa	Tonkawa	soVo	soVo 	soVⁿo			   g  Na  ᵈ p
556	-1.83333333333	138.5	isi	Isirawa		Tor-Kwerba	Isirawa	soV	soV 	soV			      N      
1131	-2.75	139.833333333	ory	Orya		Tor-Kwerba	Tor-Orya	soV	soV 	soV			   g  Na  d p
97	-3.58333333333	142.083333333	au	Au		Torricelli	Central Wapei	sVo	sVom	snVn¹o		sVo	p  g  Na#gd  
1116	-3.41666666667	142.0	olo	Olo		Torricelli	Central Wapei	sVo	sVo 	sVon	sVoq	sVo	p  g  Na#gdr 
0	-3.45	142.95	aab	Arapesh (Abu)		Torricelli	Kombio-Arapesh	sVo	sVo 	sVon	sVoq	sVo	      Na# d  
85	-3.46666666667	143.166666667	arp	Arapesh (Mountain)		Torricelli	Kombio-Arapesh	sVo	sVo 	snVnˀ¹o	sVoq	sVo	p dg#aN  g   
1578	-3.5	142.75	xbi	Kombio		Torricelli	Kombio-Arapesh	sVo	sVo 	snVo		sVo	p     Na#gdr 
72	-3.5	143.0	aoj	Mufian		Torricelli	Kombio-Arapesh	sVo	sVom	snVnꜝ¹o	sVoq	sVo	      Na#gdr 
668	-3.91666666667	143.666666667	kmz	Kamasau		Torricelli	Marienberg	soV	somV	soVn		soV	 r g  Na# drp
1505	-3.66666666667	142.833333333	urt	Urat		Torricelli	Urat	sVo	sVo 	snVnˀ¹o	sVoq	sVo	      Na#gdr 
1523	-3.21666666667	142.5	wal	Walman		Torricelli	West Palei	sVo	sVom	snVo	sVoq	sVo	   g  Na#gdrp
1120	-3.25	141.916666667	one	One		Torricelli	West Wapei	sVo	sVom	snVnˀ¹o		sVo	  dg  N  gd  
1377	20.5	-98.0	tee	Tepehua (Huehuetla)		Totonacan	Totonacan	sVso	sVso 	snV¹so	qsVso	wsVso	p d #aN  g r 
1381	20.5833333333	-98.25	tep	Tepehua (Tlachichilco)		Totonacan	Totonacan	sVo	sVo 	snV¹o			p   #aN  g r 
1486	20.4166666667	-97.8333333333	txj	Totonac (Xicotepec de Juárez)		Totonacan	Totonacan	sVo	sVo 	sVo	qsVo	wsVo	p d  aN  g r 
1156	-5.16666666667	139.166666667	pis	Pisa		Trans-New Guinea	Awju	soV	soV 	sonVnꜝ¹	soVq		   g  N #   p
709	-5.25	140.0	krw	Korowai		Trans-New Guinea	Becking-Dawi	soV	soV 	sonVnꜝ¹	soVq	soV	 rdg aN    r 
160	-8.25	148.0	bin	Binandere		Trans-New Guinea	Binanderean	soV	soV 	soV			   g  Na# d p
1129	-8.83333333333	148.25	oro	Orokaiva		Trans-New Guinea	Binanderean	soV	soV 	sonVⁿ	soVq	soV	   g  Na# d p
1338	-7.75	147.55	sue	Suena		Trans-New Guinea	Binanderean	soV	soV 	sonV¹		soV	   g  Na# d p
190	-7.0	141.333333333	boa	Boazi (Kuni)		Trans-New Guinea	Boazi	soV	soV 	soVⁿ			      N #   p
1635	-7.43333333333	141.433333333	zim	Zimakani		Trans-New Guinea	Boazi	soV	soV 	soV			      N      
377	-6.16666666667	142.666666667	edo	Edolo		Trans-New Guinea	Bosavi	soV	soV 	soV			   g  Na# d p
648	-6.5	142.75	kll	Kaluli		Trans-New Guinea	Bosavi	soV	soV 	soⁿVⁿ			   g  Na    p
447	-6.33333333333	144.75	gln	Golin		Trans-New Guinea	Chimbu-Wahgi	soV	soV 	soVⁿ			   g  Na# d p
661	-5.91666666667	145.0	kmn	Kuman		Trans-New Guinea	Chimbu-Wahgi	soV	soV 	soVⁿ		soV	  d   Na#   p
1349	-6.28333333333	145.033333333	syu	Salt-Yui		Trans-New Guinea	Chimbu-Wahgi	soV	soV 	soVⁿ		soV	      Na    p
1367	-6.08333333333	145.0	tba	Tabare		Trans-New Guinea	Chimbu-Wahgi	soV	smoV	soVⁿ			   g  Na#    
1520	-5.83333333333	144.716666667	wah	Wahgi		Trans-New Guinea	Chimbu-Wahgi	soV	smoV	sonV¹	soVq	soV	   g  Na# drp
663	-8.0	146.833333333	kmp	Kunimaipa		Trans-New Guinea	Core Goilalan	soV	soV 	soⁿV			   g  Na# d  
320	-10.0	149.333333333	dag	Daga		Trans-New Guinea	Dagan	soV	soV 	sonV		soV	   g  Na# drp
360	-4.33333333333	138.833333333	dni	Dani (Lower Grand Valley)		Trans-New Guinea	Dani	soV	soV 	soVn			   g  N   drp
1533	-5.5	140.416666667	wbn	Wambon		Trans-New Guinea	Dumut	soV	soV 	soVⁿ		soV	 rdg# Na#  rp
1072	-6.16666666667	142.25	nmd	Samo		Trans-New Guinea	East Strickland	soV	soV 	soV			      N      
612	-6.5	143.833333333	kew	Kewa		Trans-New Guinea	Enga_Kewa-Huli	soV	soV 	soⁿV	soVq	soV	 rdg aN #  rp
744	-5.55	144.083333333	kyk	Kyaka		Trans-New Guinea	Enga_Kewa-Huli	soV	soV 	soV		soV	      Na# d p
1078	-5.78333333333	146.45	nnk	Nankina		Trans-New Guinea	Finisterre	soV	soV 	soVn		soV	   g  Na#   p
1237	-5.83333333333	146.0	rwa	Rawa		Trans-New Guinea	Finisterre	soV	soV 	sonV¹		soV	  d   Na# d  
407	-6.5	143.5	foe	Foe		Trans-New Guinea	Foe	soV	somV	soV		soV	      Na  d  
409	-6.75	145.5	for	Fore		Trans-New Guinea	Fore-Gimi	soV	soV 	soV			  dg aN #   p
421	-6.0	145.416666667	gah	Gahuku		Trans-New Guinea	Gahuku	soV	soV 	soVⁿ			 r   aNa#  r 
23	-6.16666666667	146.0	aga	Agarabi		Trans-New Guinea	Gauwa	soV	soV 	soV			   g#aN      
101	-6.66666666667	145.75	awa	Awa		Trans-New Guinea	Gauwa	soV	soV 	sonV			 rdg#aN      
431	-6.25	146.0	gds	Gadsup		Trans-New Guinea	Gauwa	soV	soV 	sonV			   g#aN      
1508	-6.41666666667	145.583333333	usr	Usarufa		Trans-New Guinea	Gauwa	soV	soV 	soⁿV			  dg#aN      
456	-8.08333333333	142.833333333	gog	Gogodala		Trans-New Guinea	Gogodala	soV	soV 	soV			      N      
472	-8.0	147.333333333	guh	Guhu-Samane		Trans-New Guinea	Guhu-Samane	soV	smoV	sonVnˀ¹	soVq	soV	      Na     
1004	-6.41666666667	147.0	nab	Nabak		Trans-New Guinea	Huon	soV	soV 	sonV			   g  Na# d p
682	-5.16666666667	144.333333333	kob	Kobon		Trans-New Guinea	Kalam-Kobon	soV	soV 	soVⁿ	soVq	soV	 r g  Na# drp
638	-8.0	143.5	kiw	Kiwai (Southern)		Trans-New Guinea	Kiwaian	soV	soV 	sonVnꜝ¹		soV	  dg#aN     p
114	-9.33333333333	148.083333333	baa	Barai		Trans-New Guinea	Koiarian	soV	soV 	sonV			   g  Na# drp
662	-9.0	147.5	kmo	Koiali (Mountain)		Trans-New Guinea	Koiarian	soV	smoV	soVⁿ		soV	   g  Na# d p
717	-9.33333333333	147.083333333	kta	Koita		Trans-New Guinea	Koiarian	soV	soV 	soVⁿ	soVq	soV	   g  Na# d  
1569	-4.5	146.0	wsk	Waskia		Trans-New Guinea	Kowan	soV	soV 	sonV		soV	   g  Na# d p
47	-5.25	145.583333333	ame	Amele		Trans-New Guinea	Mabuso	soV	smoV	sonVnˀ¹	soVq	soV	   g  Na# drp
871	-10.3333333333	149.333333333	mgi	Magi		Trans-New Guinea	Mailuan	soV	soV 	sonV			  d   N #   p
949	-7.83333333333	140.166666667	mrd	Marind		Trans-New Guinea	Marind-Yaqay	soV	soV 	sonV¹	soVq		   g# N #   p
1612	-6.58333333333	139.25	yqy	Yaqay		Trans-New Guinea	Marind-Yaqay	soV	soV 	sonVnꜝ¹			   g  N #   p
381	-4.33333333333	140.083333333	eip	Eipo		Trans-New Guinea	Mek	soV	soV 	sonVn¹		soV	 rdg aN # d p
1498	-4.66666666667	140.0	una	Una		Trans-New Guinea	Mek	soV	soV 	sonV		soV	 rdg  Na#   p
1585	-4.08333333333	139.5	yal	Yale (Kosarek)		Trans-New Guinea	Mek	soV	soV 	soV		soV	 r g  Na# d p
656	-5.58333333333	140.0	kmb	Kombai		Trans-New Guinea	Ndeiram	soV	soV 	sonVnˀ¹	soVq	soV	   g  Na# d⁹p
1507	-4.83333333333	145.166666667	usa	Usan		Trans-New Guinea	North Adelbert	soV	soV 	sonV		soV	   g  Na# d p
485	-7.5	146.25	ham	Hamtai		Trans-New Guinea	Nuclear Angan	soV	soV 	soⁿV	soVq	soV	      Na# d p
867	-7.25	146.0	mey	Menya		Trans-New Guinea	Nuclear Angan	soV	soV 	soV	soVq	soV	   g  Na# d p
720	-5.75	140.916666667	kti	Kati (in West Papua, Indonesia)		Trans-New Guinea	Ok	soV	soV 	soVn			   g  N #   p
944	-4.75	141.5	mpt	Mian		Trans-New Guinea	Ok	soV	somV	soVⁿ	soVq	soV	   g  Na# d⁵p
1416	-5.0	141.75	tlf	Telefol		Trans-New Guinea	Ok	soV	smoV	soV			  dg  Na# d p
1115	-5.16666666667	142.166666667	oks	Oksapmin		Trans-New Guinea	Oksapmin	soV	soV 	sonV			   g#aNa#   p
382	-3.83333333333	135.5	eka	Ekari		Trans-New Guinea	Paniai Lakes	soV	soV 	sonVn¹			      N #    
919	-3.66666666667	137.0	mni	Moni		Trans-New Guinea	Paniai Lakes	soV	soV 	sonV¹			   g  N #    
197	-5.5	145.916666667	bon	Bongu		Trans-New Guinea	Rai Coast	soV	soV 	soV	soVq		   g  Na    p
1330	-5.5	146.0	sro	Siroi		Trans-New Guinea	Rai Coast	soV	soV 	soVn	soVq	soV	   g  Na# drp
1365	-5.75	145.333333333	tau	Tauya		Trans-New Guinea	Rai Coast	soV	soV 	sonV	soVq	soV	 rdg  Na#  rp
515	-6.33333333333	145.333333333	hua	Hua		Trans-New Guinea	Siane-Yagaria	soV	soV 	soⁿV		soV	 rdg#aN     p
1282	-6.08333333333	145.2	sia	Siane		Trans-New Guinea	Siane-Yagaria	soV	soV 	soVⁿ		wsoV	   g  Na     
1596	-6.33333333333	145.416666667	ygr	Yagaria		Trans-New Guinea	Siane-Yagaria	soV	smoV	soⁿV	soVq	soV	 r g aN #   p
1075	-5.0	144.916666667	nnd	Nend		Trans-New Guinea	Sogeram	soV	soV 	soV		soV	   g  Na gd p
946	-4.83333333333	139.25	mqf	Momuna		Trans-New Guinea	Somahai	soV	soV 	soV			      N     p
1340	-8.0	141.75	suk	Suki		Trans-New Guinea	Suki	soV	soV 	soV		soV	  dg#aN #    
1454	-6.5	146.0	trr	Tairora		Trans-New Guinea	Tairora	soV	soV 	nsoV			  dg aNa#    
1233	-7.16666666667	144.25	rum	Rumu		Trans-New Guinea	Turama-Kikorian	soV	soV 	soVⁿ	soVq	soV	 r g  Na# d p
1590	-9.5	148.5	yar	Yareba		Trans-New Guinea	Yareban	soV	soV 	soVⁿ	soVq	soV	 r g aN #   p
1456	-11.9166666667	-53.5833333333	tru	Trumai		Trumai	Trumai	soVo	soVo 	soVn¹o		wsoVo	  dg#aNa    p
442	55.3333333333	-127.75	git	Gitksan		Tsimshianic	Tsimshianic	*	* 	*	*q	w*	p    aN      
1087	55.0	-130.0	nsg	Nisgha		Tsimshianic	Tsimshianic	Vso	Vsom	nVso	Vsoq	wVso	p   #aN  gd  
1461	52.5	-129.0	tsi	Tsimshian (Coast)		Tsimshianic	Tsimshianic	Vso	Vsom	nVnꜝ¹so		Vso	p   #aN  gdr 
1582	-24.0	21.5	xoo	!Xóõ		Tu	Tu	sVo	sVo 	sVo	qsVo	sVo	   g  Na  dr 
1574	-31.0	21.0	xam	/Xam		Tu	Tu	sVo	sVom	snV¹o			  dg  Na#    
210	-0.166666666667	-70.6666666667	brs	Barasano		Tucanoan	Tucanoan	*	*omV	*		w*	  dg#aNa   rp
313	1.33333333333	-70.5	cub	Cubeo		Tucanoan	Tucanoan	oVs	oVs 	oVⁿs		woVs	   g#aN    rp
329	0.833333333333	-69.8333333333	des	Desano		Tucanoan	Tucanoan	soV	soV 	soVⁿ		wsoV	  dg#aN #  rp
639	1.0	-75.5	kje	Koreguaje		Tucanoan	Tucanoan	Vso	Vso 	Vso		wVso	   g  Na#  rp
1214	-0.5	-70.6666666667	ret	Retuarã		Tucanoan	Tucanoan	soV	soV 	soVⁿ	qsoV	wsoV	  dg#aN    ⁵p
1480	0.5	-70.0833333333	tuy	Tuyuca		Tucanoan	Tucanoan	soV	soV 	soVⁿ			  d # N     p
1476	32.6666666667	-91.0	tun	Tunica		Tunica	Tunica	soV	soV 	soVⁿ			   g  Na   rp
90	-3.5	-49.5	asu	Asuriní		Tupian	Maweti-Guarani	oVs	oVs 	onVnꜝ¹s			      N     p
292	-5.0	-74.5	coc	Cocama		Tupian	Maweti-Guarani	sVo	sVo 	nsVo		wsVo	  dg# Na    p
444	-5.0	-46.0	gjj	Guajajara		Tupian	Maweti-Guarani	Vso	Vsom	ⁿVso		wVso	  dg# Na    p
469	-26.0	-56.0	gua	Guaraní		Tupian	Maweti-Guarani	sVo	sVom	snVnꜝ¹o		sVo	  dg# Na    p
655	-12.0833333333	-52.5833333333	kma	Kamaiurá		Tupian	Maweti-Guarani	soV	soVm	sonVnˀ¹		wsoV	  dg# Na   rp
751	-11.0	-55.5	kyz	Kayabí		Tupian	Maweti-Guarani	soV	soV 	 sonVⁿ/s[n-V-n] o		wsoV	   g# Na    p
1329	-15.5833333333	-64.0	srn	Sirionó		Tupian	Maweti-Guarani	soV	soVm	soV	soVq	wsoV	  dg  Na    p
1450	-19.75	-61.6666666667	tpt	Tapieté		Tupian	Maweti-Guarani	soV	soVm	soVⁿ		wsoV	p dg# N    r 
1502	-2.33333333333	-46.5	urk	Urubú-Kaapor		Tupian	Maweti-Guarani	soV	soV 	soVn	soVq	wsoV	  dg# Na    p
1532	1.0	-52.0	way	Wayampi		Tupian	Maweti-Guarani	soV	soV 	sonVnꜝ¹		wsoV	   g  N     p
386	3.16666666667	-52.4166666667	eme	Émérillon		Tupian	Maweti-Guarani	soV	soV 	sonVnꜝ¹		wsoV	  dg# Na   rp
984	-7.0	-58.0	muu	Mundurukú		Tupian	Munduruku	soV	soV 	soV		wsoV	      N     p
586	-10.3333333333	-62.0	kaa	Karó (Arára)		Tupian	Ramarama	soV	soVm	soVn	soVq	wsoV	  dg  Na⁶   p
863	-12.5	-61.5	mek	Mekens		Tupian	Tupari	soV	soVm	soVn	soVq	wsoV	  dg  Na   ³p
1504	-4.5	-75.5	urn	Urarina		Urarina	Urarina	oVs	oVs 	oVⁿs		woVs	 rdg# Na    p
1519	-14.0	131.25	wag	Wagiman		Wagiman	Wagiman	soV	soV 	sonV			      Na#    
495	52.0	-127.5	hei	Heiltsuk		Wakashan	Northern Wakashan	Vso	Vsom	nVso			p d  aN  g r 
734	51.0	-127.0	kwk	Kwakw'ala		Wakashan	Northern Wakashan	sVso	sVso 	sVso			p    aN  g   
749	50.1666666667	-127.166666667	kyq	Kyuquot		Wakashan	Southern Wakashan	Vso	Vsom	nVso		wVso	p     N    r 
824	48.3333333333	-124.666666667	mak	Makah		Wakashan	Southern Wakashan	Vso	Vsom	nVso		wVso	prdg#aNa#g rp
1099	49.6666666667	-126.666666667	nuu	Nuuchahnulth		Wakashan	Southern Wakashan	Vsos	Vsos Vom	Vsos			    #aNa#    
116	-13.1666666667	130.166666667	bac	Bachamal		Wandjiginy	Wandjiginy	*	* 	*		w*	     aNa    p
1194	-13.5	130.416666667	pun	Pungupungu		Wandjiginy	Wandjiginy	soV	soV 	sonV¹		soV	   g  Na#   p
1526	-1.0	-76.5	wao	Waorani		Waorani	Waorani	soV	soV 	soVⁿ			 rdg aNa   rp
1527	38.5	-122.5	wap	Wappo		Wappo-Yukian	Wappo	soV	soV 	soVⁿ		soV	  dg  Na#  ⁵ 
1529	39.25	-120.0	was	Washo		Washo	Washo	soV	soV 	soVⁿ	soVq		  dg#aN     p
956	-14.25	130.0	mrr	Maringarr		Western Daly	Bringen	soV	soV 	sonV¹			   g  Na#    
951	-13.8333333333	130.0	mrh	Marrithiyel		Western Daly	Bringen	soV	soV 	sonV¹			      Na#   p
387	-13.5	130.0	emm	Emmi		Western Daly	Wagaydy	*	* 	*		w*	      Na#   p
901	-13.6666666667	130.0	mku	Maranungku		Western Daly	Wagaydy	soV	soV 	sonVnˀ¹		wsoV	   g  Na# d p
505	-0.333333333333	-74.0	hmi	Huitoto (Minica)		Witotoan	Witoto	soV	smoV	soVⁿ		wsoV	  d #aN      
518	-1.0	-73.5	hum	Huitoto (Murui)		Witotoan	Witoto	soV	soV 	soVⁿ		soV	 r g aN     p
452	-14.25	126.666666667	gnn	Gunin		Worrorran	Worrorran	*	* 	*			   g  Na  d p
1499	-16.3333333333	126.0	ung	Ungarinjin		Worrorran	Worrorran	oVs	oVms²	onVs		oVs	   g  Na#gdrp
1006	-3.75	141.5	nag	Nagatman		Yale	Yale	soV	somV	sonVn¹	soVq	soV	     aNa    p
669	-8.83333333333	140.75	knb	Kanum (Bädi)		Yam	Kanum	soV	soV 	sonV¹			   g# N     p
1594	-7.91666666667	140.916666667	yei	Yei		Yam	Yei	soV	soV 	sonV¹			   g# N     p
1561	-15.5	131.0	wrd	Wardaman		Yangmanic	Yangmanic	*	* 	*		*	  dg# Na g  p
1312	4.5	-64.6666666667	snm	Sanuma		Yanomam	Yanomam	soV	smoV	soVn		soV	 rdg  Na   rp
1271	3.5	-62.8333333333	shi	Shiriana		Yanomam	Yanomam	soV	soV 	soVn	soVq	wsoV	  dg# Na    p
1595	-11.3666666667	154.166666667	yel	Yelî Dnye		Yele	Yele	soV	soV 	soV			   g  Na# d p
611	64.0	87.0	ket	Ket		Yeniseian	Yeniseian	soV	soV 	sonV		soV	  dg#aN     p
1616	35.75	-86.75	yuc	Yuchi		Yuchi	Yuchi	soV	soV 	sonV¹		soV	  dg  Na#  rp
1584	-55.0	-68.0	yah	Yahgan		Yámana	Yámana	soV	soV 	soV			  d  aN   d p
110	-20.25	-59.25	ayr	Ayoreo		Zamucoan	Zamucoan	sVo	sVo 	sVo			   g  N      
550	-3.25	-74.0	iqu	Iquito		Zaparoan	Zaparoan	sVo	sVo 	nsVo		wsVo	  dg# Na    p
1636	-2.0	-76.3333333333	zpr	Zaparo		Zaparoan	Zaparoan	sVo	sVo 	snVnꜝ¹o			   g  N      
1641	35.0833333333	-108.833333333	zun	Zuni		Zuni	Zuni	soV	soV 	sonVnꜝ¹		wsoV	  dg# Na    p
1032	4.5	-54.5	ndy	Ndyuka		other	Creoles and Pidgins	sVo	sVom	snVo		wsVo	p  g#aN  gdr 
124	35.75	102.833333333333	bao	Bao'an	MT	Altaic	Mongolic	soV	soV 	sonV¹			      N     p
231	52.0	108.0	but	Buriat	MT	Altaic	Mongolic	soV	soV 	soVⁿ			  dg#aN     p
334	48.0	124.0	dgr	Dagur	MT	Altaic	Mongolic	soV	soV 	sonV¹	soVq	soV	 rdg#aN     p
619	47.0	105.0	kha	Khalkha	MT	Altaic	Mongolic	soV	soV 	soVⁿ	soVq	soV	 rdg#aN     p
869	36.0	102.0	mgg	Mangghuer	MT	Altaic	Mongolic	soV	smoV	sonV			 rdg#aN     p
930	35.0	62.0	mog	Moghol	MT	Altaic	Mongolic	soV	soV 	sonV¹			      N      
895	49.0	117.0	mkh	Mongol (Khamnigan)	MT	Altaic	Mongolic	soV	soV 	soVⁿn¹	soVq		      N      
1113	37.5	93.0	oir	Oirat	MT	Altaic	Mongolic	soV	soV 	sonV¹			      N      
1125	39.0	109.0	ord	Ordos	MT	Altaic	Mongolic	soV	soV 	soV			   g#aN      
1332	31.5	107.5	sta	Santa	MT	Altaic	Mongolic	soV	soV 	sonV¹			   g#aN     p
401	68.0	130.0	evn	Even	MT	Altaic	Tungusic	soV	soV 	sonVnꜝ¹			 r   aN     p
400	56.0	125.0	eve	Evenki	MT	Altaic	Tungusic	soV	soV 	sonVnꜝ¹	soVq	wsoV	 rdg#aN     p
915	49.5	127.5	mnc	Manchu	MT	Altaic	Tungusic	soV	soV 	soVⁿ			     aN     p
1491	47.6666666667	136.25	udh	Udihe	MT	Altaic	Tungusic	soV	soV 	sonV		soV	 r g aN    rp
113	37.5	47.0	azi	Azari (Iranian)	MT	Altaic	Turkic	soV	soV 	soVⁿ		soV	 r    N    r 
112	40.5	48.5	aze	Azerbaijani	MT	Altaic	Turkic	soV	soV 	soVⁿ	soVq	soV	   g#aN      
273	55.5	47.5	chv	Chuvash	MT	Altaic	Turkic	soV	somV	soVⁿ		soV	 rdg#aN     p
699	43.5	42.0	krc	Karachay-Balkar	MT	Altaic	Turkic	soV	soV 	soVⁿn¹		soV	 rdg#aN     p
640	43.0	60.0	kkp	Karakalpak	MT	Altaic	Turkic	soV	soV 	soVⁿ		soV	 rdg#aN     p
623	35.0	50.0	khl	Khalaj	MT	Altaic	Turkic	soV	soV 	soVⁿ			  dg#aN    rp
1080	44.0	46.0	nog	Noghay	MT	Altaic	Turkic	soV	soV 	soV			     aN      
1482	56.0	49.5	tvo	Tatar	MT	Altaic	Turkic	soV	soV 	soV			 rdg#aN     p
1477	39.0	35.0	tur	Turkish	MT	Altaic	Turkic	soV	smoV	soVⁿ	soVq	soV	 rdg#aN     p
1414	40.0	58.0	tkm	Turkmen	MT	Altaic	Turkic	soV	soV 	soV			 rdg#aN     p
1479	52.0	95.0	tuv	Tuvan	MT	Altaic	Turkic	soV	soV 	soVⁿ	soVq		  dg aN     p
1510	40.0	80.0	uyg	Uyghur	MT	Altaic	Turkic	soV	soV 	soVⁿ			 r   aN      
1511	39.0	66.0	uzb	Uzbek	MT	Altaic	Turkic	soV	soV 	soVⁿ		soV	 rdg#aN      
1604	62.0	130.0	ykt	Yakut	MT	Altaic	Turkic	soV	soV 	soVⁿ			 rdg aN     p
267	67.0	-173.0	chk	Chukchi	MT	Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	*	* 	*		*	 rdg#aN    rp
710	61.0	167.0	kry	Koryak	MT	Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	soV	soV 	sonVnꜝ¹			  dg aN     p
558	57.0	157.5	ite	Itelmen	MT	Chukotko-Kamchatkan	Southern Chukotko-Kamchatkan	soV	soV 	sonVnꜝ¹		soV	  dg#aNa g   
