frei 	 adjective 	 unimprisoned 	 free; unenslaved; unimprisoned
gewinn 	 noun 	 yield 	 yield
gewinn 	 noun 	 prize 	 prize
kamerad 	 noun 	 soldier 	 military comrade, a fellow soldier
kamerad 	 noun 	 comrade 	 military comrade, a fellow soldier
kamerad 	 noun 	 comrade 	 comrade, a fellow, a companion
kamerad 	 noun 	 extremist 	 slang a neo-nazi, a right-wing extremist
kamerad 	 noun 	 neo-nazi 	 slang a neo-nazi, a right-wing extremist
kamerad 	 noun 	 right-wing 	 slang a neo-nazi, a right-wing extremist
krater 	 noun 	 crater 	 crater
krater 	 noun 	 krater 	 krater
zionismus 	 noun 	 Zionism 	 Zionism
faschismus 	 noun 	 fascism 	 fascism
nationalismus 	 noun 	 nationalism 	 nationalism
anarchismus 	 noun 	 anarchism 	 anarchism
anarchismus 	 noun 	 s:de:Die Befreiung der Gesellschaft vom Staat 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 253
anarchismus 	 noun 	 w:de:Erich Mühsam 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 253
ammoniak 	 noun 	 ammonia 	 ammonia
weiher 	 noun 	 pond 	 pond
bodybuilder 	 noun 	 bodybuilder 	 bodybuilder
lotterie 	 noun 	 lottery 	 lottery
lotto 	 noun 	 lotto 	 lotto
mumie 	 noun 	 mummy 	 mummy
curaçao 	 noun 	 curaçao 	 curaçao
bedienen 	 verb 	 serve 	 to serve
bedienen 	 verb 	 operate 	 to operate
bedienen 	 verb 	 play 	 to play a card according to the grouping of the first card of a trick; to follow suit
bedienen 	 verb 	 trick 	 to play a card according to the grouping of the first card of a trick; to follow suit
bedienen 	 verb 	 follow suit 	 to play a card according to the grouping of the first card of a trick; to follow suit
bedienen 	 verb 	 use 	 to help oneself ; to use
bedienen 	 verb 	 help oneself 	 to help oneself ; to use
rentabel 	 adjective 	 profitable 	 profitable
griechisch 	 adjective 	 Greek 	 Grecian, Greek; from or related to Greece
griechisch 	 adjective 	 Grecian 	 Grecian, Greek; from or related to Greece
griechisch 	 adjective 	 Greece 	 Grecian, Greek; from or related to Greece
sensor 	 noun 	 sensor 	 sensor
auftauen 	 verb 	 thaw 	 to thaw
seitenwinder-klapperschlange 	 noun 	 sidewinder 	 sidewinder
beschissen 	 adjective 	 shitty 	 shitty
chauvinist 	 noun 	 supremacist 	 chauvinist; national, racial, or religious supremacist
chauvinist 	 noun 	 chauvinist 	 chauvinist; national, racial, or religious supremacist
chauvinist 	 noun 	 male chauvinist 	 male chauvinist;  misogynist
chauvinist 	 noun 	 misogynist 	 male chauvinist;  misogynist
supi 	 adjective 	 superGerman 	 short form of super
dringend 	 adjective 	 urgent 	 urgent
rötlich-braun 	 adjective 	 auburn 	 reddish-brown, auburn
rötlich-braun 	 adjective 	 brown 	 reddish-brown, auburn
rötlich-braun 	 adjective 	 reddish 	 reddish-brown, auburn
verdünnen 	 verb 	 dilute 	 to thin down, to dilute '
verdünnen 	 verb 	 thin down 	 to thin down, to dilute '
ermöglichen 	 verb 	 possible 	 to make possible
ermöglichen 	 verb 	 make 	 to make possible
ermöglichen 	 verb 	 machen 	 möglich machen
ermöglichen 	 verb 	 möglich 	 möglich machen
ermöglichen 	 verb 	 die 	 die Möglichkeit geben
ermöglichen 	 verb 	 Möglichkeit 	 die Möglichkeit geben
ermöglichen 	 verb 	 geben 	 die Möglichkeit geben
kompromisslos 	 adjective 	 uncompromising 	 uncompromising, intransigent
kompromisslos 	 adjective 	 intransigent 	 uncompromising, intransigent
kompromisslos 	 adverb 	 uncompromisingly 	 uncompromisingly
glimmen 	 verb 	 shine 	 to shine
glimmen 	 verb 	 glow 	 to glow
glimmen 	 verb 	 s:de:Flucht in die Finsternis 	 * 1931, Arthur Schnitzler, Flucht in die Finsternis, S. Fischer Verlag, page 158–159
motiv 	 noun 	 motive 	 motive
motiv 	 noun 	 motif 	 motif
agnostisch 	 adjective 	 agnostic 	 agnostic
agnostiker 	 noun 	 agnostic 	 agnostic
maurer 	 noun 	 mason 	 mason
maurer 	 noun 	 Mauren 	 An inhabitant of Mauren
aussehen 	 verb 	 seem 	 to look, seem
aussehen 	 verb 	 look 	 to look, seem
aussehen 	 verb 	 look 	 to look for; to watch out for
aussehen 	 verb 	 watch out 	 to look for; to watch out for
aussehen 	 verb 	 find 	 to look for and find; to pick; to select
aussehen 	 verb 	 select 	 to look for and find; to pick; to select
aussehen 	 verb 	 pick 	 to look for and find; to pick; to select
soße 	 noun 	 gravy 	 sauce, gravy
soße 	 noun 	 sauce 	 sauce, gravy
kamin 	 noun 	 fireplace 	 fireplace
kamin 	 noun 	 chimney 	 chimney
verbinden 	 verb 	 join 	 to join, to combine, to connect
verbinden 	 verb 	 connect 	 to join, to combine, to connect
verbinden 	 verb 	 combine 	 to join, to combine, to connect
verbinden 	 verb 	 bandage 	 to bandage
verbinden 	 verb 	 put through 	 to put through
chance 	 noun 	 chance 	 chance
chance 	 noun 	 w:Der Spiegel 	 * 2010, Der Spiegel, issue , page 170
moschee 	 noun 	 mosque 	 mosque
begrenzen 	 verb 	 limit 	 to limit, to delimit, to restrict, to confine
begrenzen 	 verb 	 delimit 	 to limit, to delimit, to restrict, to confine
begrenzen 	 verb 	 confine 	 to limit, to delimit, to restrict, to confine
begrenzen 	 verb 	 restrict 	 to limit, to delimit, to restrict, to confine
internet 	 noun 	 internet 	 internet
bebung 	 noun 	 trembling 	 trembling
bebung 	 noun 	 clavichord 	 vibrato, especially as produced on a clavichord
bebung 	 noun 	 vibrato 	 vibrato, especially as produced on a clavichord
anschluss 	 noun 	 joining 	 connection, joining
anschluss 	 noun 	 connection 	 connection, joining
anschluss 	 noun 	 annexation 	 annexation
anschluss 	 noun 	 English 	 Anschluss
anschluss 	 noun 	 contact 	 contact
ferne 	 noun 	 distance 	 distance
ferne 	 noun 	 s:de:Die Trommel 	 * 1921, Elisabeth von Heyking, Die Trommel, in Weberin Schuld, G. Grote'sche Verlagsbuchhandlung, page 13
ferne 	 noun 	 w:de:Elisabeth von Heyking 	 * 1921, Elisabeth von Heyking, Die Trommel, in Weberin Schuld, G. Grote'sche Verlagsbuchhandlung, page 13
ferne 	 noun 	 distant 	 distant lands
ferne 	 noun 	 lands 	 distant lands
ferne 	 noun 	 future 	 future, past
ferne 	 noun 	 past 	 future, past
staunen 	 noun 	 astonishment 	 astonishment, amazement
staunen 	 noun 	 amazement 	 astonishment, amazement
verzehren 	 verb 	 consume 	 to consume
verzehren 	 verb 	 languish 	 to languish
vermögen 	 verb 	 may 	 to be able to; may infinitive
vermögen 	 verb 	 be able to 	 to be able to; may infinitive
vermögen 	 verb 	 impel 	 to cause someone to do something, to impel
vermögen 	 verb 	 w:Wilhelm von Humboldt 	 * pageurl=https://archive.org/stream/ideenzueinemver00humbgoogpage/n165/mode/2up|url=https://archive.org/details/ideenzueinemver00humbgoog|page=129|title=Ideen zu einem Versuch, die Gränzen der Wirksamkeit des Staats zu bestimmen|year=1792|year_published=1851|author=Wilhelm von Humboldt|location=Breslau|publisher=Eduard Trewendt
radler 	 noun 	 shandy 	 shandy
radler 	 noun 	 cyclist 	 cyclist
düse 	 noun 	 nozzle 	 nozzle
krise 	 noun 	 crisis 	 crisis
kritisch 	 adjective 	 critical 	 critical
kritisch 	 adjective 	 s:de:Aus dem Lande der Ostseeritter 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 83
kritisch 	 adjective 	 w:de:Elisabeth von Heyking 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 83
übermorgen 	 adverb 	 overmorrow 	 overmorrow, the day after tomorrow
übermorgen 	 adverb 	 day after tomorrow 	 overmorrow, the day after tomorrow
atomkraft 	 noun 	 nuclear power 	 nuclear power
windenergie 	 noun 	 wind power 	 wind power '
leinen 	 noun 	 linen 	 linen
leinen 	 noun 	 canvas 	 canvas
science-fiction 	 noun 	 science fiction 	 science fiction
rolle 	 noun 	 reel 	 roll, reel, spool
rolle 	 noun 	 spool 	 roll, reel, spool
rolle 	 noun 	 roll 	 roll, reel, spool
rolle 	 noun 	 tube 	 roll, tube
rolle 	 noun 	 roll 	 roll, tube
rolle 	 noun 	 wheel 	 a relatively small wheel on which something is rolled
rolle 	 noun 	 role 	 role, part
rolle 	 noun 	 part 	 role, part
rolle 	 noun 	 pulley 	 roller, castor, pulley
rolle 	 noun 	 castor 	 roller, castor, pulley
rolle 	 noun 	 roller 	 roller, castor, pulley
rolle 	 noun 	 roll 	 roll
rolle 	 noun 	 mangle 	 mangle, wringer
rolle 	 noun 	 wringer 	 mangle, wringer
rolle 	 noun 	 rolling pin 	 rolling pin
rolle 	 noun 	 role 	 role
moloch 	 noun 	 behemoth 	 behemoth
moloch 	 noun 	 English 	 Moloch
bestanden 	 adjective 	 plant 	 covered in plants; overgrown
bestanden 	 adjective 	 overgrown 	 covered in plants; overgrown
bestanden 	 adjective 	 advance 	 of advanced age; elderly
bestanden 	 adjective 	 elderly 	 of advanced age; elderly
garen 	 verb 	 cook 	 cook
garen 	 verb 	 cook 	 cook
zweifel 	 noun 	 doubt 	 doubt
berichten 	 verb 	 report 	 + accusative]|' to report
rosmarin 	 noun 	 rosemary 	 rosemary
autobombe 	 noun 	 car bomb 	 car bomb
hocker 	 noun 	 stool 	 stool
hocker 	 noun 	 taboret 	 taboret
literatur 	 noun 	 literature 	 literature
perfekt 	 adjective 	 perfect 	 perfect
spende 	 noun 	 donation 	 donation
spenden 	 verb 	 charity 	 to donate, to give as charity
spenden 	 verb 	 donate 	 to donate, to give as charity
spenden 	 verb 	 applause 	 to applaud, to give applause
spenden 	 verb 	 applaud 	 to applaud, to give applause
spenden 	 verb 	 consolation 	 to console, to give consolation
spenden 	 verb 	 console 	 to console, to give consolation
spenden 	 verb 	 praise 	 to praise, to give praise
spenden 	 verb 	 provide 	 to provide
spenden 	 verb 	 administer 	 to administer
spenden 	 verb 	 treat 	 to spend generously; to treat to
spenden 	 verb 	 generous 	 to spend generously; to treat to
spenden 	 verb 	 spend 	 to spend generously; to treat to
fanatiker 	 noun 	 fanatic 	 fanatic
fanatismus 	 noun 	 fanaticism 	 fanaticism
diskussion 	 noun 	 discussion 	 discussion
gefängnis 	 noun 	 jail 	 prison, jail
gefängnis 	 noun 	 prison 	 prison, jail
gefängnis 	 noun 	 w:Die Weltbühne 	 * 1932, Carl von Ossietzky, Rückkehr, in: Die Weltbühne, volume 28, no. 52, Verlag der Weltbühne, page 925
gefängnis 	 noun 	 w:Carl von Ossietzky 	 * 1932, Carl von Ossietzky, Rückkehr, in: Die Weltbühne, volume 28, no. 52, Verlag der Weltbühne, page 925
gefängnis 	 noun 	 s:de:Rückkehr  	 * 1932, Carl von Ossietzky, Rückkehr, in: Die Weltbühne, volume 28, no. 52, Verlag der Weltbühne, page 925
gefängnis 	 noun 	 Jahr 	 * zehn Jahre Gefängnis bekommen
gefängnis 	 noun 	 zehn 	 * zehn Jahre Gefängnis bekommen
gefängnis 	 noun 	 bekommen 	 * zehn Jahre Gefängnis bekommen
mächtig 	 adjective 	 mighty 	 powerful, mighty
mächtig 	 adjective 	 powerful 	 powerful, mighty
mächtig 	 adjective 	 command 	 capable of, having command of
mächtig 	 adjective 	 capable 	 capable of, having command of
mächtig 	 adjective 	 intense 	 intense
mächtig 	 adjective 	 filling 	 very filling, heavy
mächtig 	 adjective 	 heavy 	 very filling, heavy
eszett 	 noun 	 eszett 	 onecase=1|dot=&amp;58; eszett, sharp s
eszett 	 noun 	 sharp s 	 onecase=1|dot=&amp;58; eszett, sharp s
historisch 	 adjective 	 historical 	 historical, historic
historisch 	 adjective 	 historic 	 historical, historic
historisch 	 adverb 	 historically 	 historically
großstadt 	 noun 	 city 	 large city, big city, major city '
großstadt 	 noun 	 large 	 large city, big city, major city '
chaotisch 	 adjective 	 chaotic 	 chaotic
presse 	 noun 	 press 	 press
presse 	 noun 	 press 	 press
schnurren 	 verb 	 purr 	 to purr
schnurren 	 noun 	 purr 	 purr
schnurren 	 noun 	 hum 	 a hum: the sound made by the smooth running of a mechanical system, like a well-maintained chain of a running bicycle
egal 	 adjective 	 all the same 	 all the same, unimportant
egal 	 adjective 	 unimportant 	 all the same, unimportant
egal 	 adjective 	 alike 	 the same, matching, alike
egal 	 adjective 	 the same 	 the same, matching, alike
egal 	 adjective 	 matching 	 the same, matching, alike
egal 	 adverb 	 no matter 	 no matter
mokka 	 noun 	 Turkish coffee 	 Turkish coffee
mokka 	 noun 	 black coffee 	 black coffee
mokka 	 noun 	 caffè mocha 	 caffè mocha
hurrikan 	 noun 	 hurricane 	 hurricane
orkan 	 noun 	 windstorm 	 hurricane; strong windstorm
orkan 	 noun 	 hurricane 	 hurricane; strong windstorm
taifun 	 noun 	 typhoon 	 typhoon
zyklon 	 noun 	 cyclone 	 cyclone
waschbär 	 noun 	 raccoon 	 raccoon
millionär 	 noun 	 millionaire 	 millionaire
untermensch 	 noun 	 inferior 	 An inferior person; a subhuman
untermensch 	 noun 	 subhuman 	 An inferior person; a subhuman
risiko 	 noun 	 risk 	 risk
risiko 	 noun 	 w:Der Spiegel 	 * 2010, Der Spiegel, issue , page 109
aktie 	 noun 	 stock 	 share, stock
aktie 	 noun 	 share 	 share, stock
erwachen 	 verb 	 awake 	 to awake also figuratively
kloster 	 noun 	 convent 	 convent, monastery, cloister
kloster 	 noun 	 monastery 	 convent, monastery, cloister
kloster 	 noun 	 cloister 	 convent, monastery, cloister
titel 	 noun 	 title 	 title
kultur 	 noun 	 culture 	 culture
unternehmen 	 noun 	 enterprise 	 business, enterprise, company
unternehmen 	 noun 	 company 	 business, enterprise, company
unternehmen 	 noun 	 business 	 business, enterprise, company
unternehmen 	 noun 	 undertaking 	 undertaking
unternehmen 	 noun 	 operation 	 operation
tyrann 	 noun 	 tyrant 	 tyrant
tyrann 	 noun 	 bully 	 bully
tyrann 	 noun 	 tyrant flycatcher 	 tyrant flycatcher
ignorant 	 noun 	 ignoramus 	 ignorant person, ignoramus
ignorant 	 noun 	 person 	 ignorant person, ignoramus
ignorant 	 noun 	 ignorant 	 ignorant person, ignoramus
verbrauch 	 noun 	 consumption 	 consumption
verbrauch 	 noun 	 usage 	 usage
verbrauch 	 noun 	 wastage 	 wastage
landsmann 	 noun 	 national 	 a  national; one who comes from some country or region
landsmann 	 noun 	 countryman 	 a  compatriot; a fellow countryman; one who comes from the same country or region as another
landsmann 	 noun 	 compatriot 	 a  compatriot; a fellow countryman; one who comes from the same country or region as another
landsmann 	 noun 	 fellow 	 a  compatriot; a fellow countryman; one who comes from the same country or region as another
sandale 	 noun 	 sandal 	 sandal
tresor 	 noun 	 safe 	 safe, vault
tresor 	 noun 	 vault 	 safe, vault
indianer 	 noun 	 American Indian 	 Indian, American Indian, Native American
indianer 	 noun 	 Native American 	 Indian, American Indian, Native American
indianer 	 noun 	 Indian 	 Indian, American Indian, Native American
indianer 	 noun 	 Indus 	 the constellation Indus
indianer 	 noun 	 constellation 	 the constellation Indus
indianer 	 noun 	 Indian 	 Indian, person from India
inder 	 noun 	 Indian 	 Indian
wundern 	 verb 	 surprise 	 to surprise
wundern 	 verb 	 surprised 	 to be surprised
wundern 	 verb 	 wonder 	 to wonder
mirakel 	 noun 	 miracle 	 miracle
passiv 	 adjective 	 passive 	 passive
passiv 	 adjective 	 bottom 	 being a bottom
kleingeld 	 noun 	 change 	 small change, change
kleingeld 	 noun 	 small change 	 small change, change
fotografie 	 noun 	 photography 	 photography
fotografie 	 noun 	 photograph 	 photograph
extremum 	 noun 	 extremum 	 extremum
malz 	 noun 	 malt 	 malt
autonomie 	 noun 	 autonomy 	 autonomy
losung 	 noun 	 motto 	 slogan; motto
losung 	 noun 	 slogan 	 slogan; motto
losung 	 noun 	 s:de:Die Befreiung der Gesellschaft vom Staat 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 290
losung 	 noun 	 w:de:Erich Mühsam 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 290
losung 	 noun 	 password 	 password
losung 	 noun 	 drawing 	 drawing
losung 	 noun 	 droppings 	 droppings
chinesisch 	 noun 	 Chinese 	 Chinese
chinesisch 	 noun 	 jargon 	 jargon often used as the second element in compounds, e.g., “Patentchinesisch” is used for “patentese”
chinesisch 	 noun 	 patentese 	 jargon often used as the second element in compounds, e.g., “Patentchinesisch” is used for “patentese”
chinesisch 	 noun 	 Patentchinesisch 	 jargon often used as the second element in compounds, e.g., “Patentchinesisch” is used for “patentese”
chinesisch 	 noun 	 compound 	 jargon often used as the second element in compounds, e.g., “Patentchinesisch” is used for “patentese”
fachchinesisch 	 noun 	 technical 	 technical terminology
fachchinesisch 	 noun 	 terminology 	 technical terminology
fachchinesisch 	 adjective 	 not 	 not understandable
fachchinesisch 	 adjective 	 understandable 	 not understandable
dramaturgie 	 noun 	 dramaturgy 	 dramaturgy
ideologie 	 noun 	 ideology 	 ideology
neandertaler 	 noun 	 Neanderthal 	 Neanderthal
neandertaler 	 noun 	 Neanderthal 	 Neanderthal
allergisch 	 adjective 	 allergic 	 allergic
locher 	 noun 	 hole punch 	 hole punch
punsch 	 noun 	 punch 	 beverage punch
platten 	 noun 	 flat tire 	 flat tire
akku 	 noun 	 rechargeable 	 rechargeable battery
akku 	 noun 	 battery 	 rechargeable battery
verstand 	 noun 	 intellect 	 intellect
verstand 	 noun 	 consensus 	  accord, consensus
verstand 	 noun 	 accord 	  accord, consensus
verstand 	 noun 	 sense 	  sense, particular understanding or concept thought agreed upon
verstand 	 noun 	 understanding 	  sense, particular understanding or concept thought agreed upon
